temperature,rainfall,humidity,yield_apples
52.00 , 81.00 , 65.00 , 60.70
89.00 , 80.00 , 88.00 , 77.00
36.00 , 100.00 , 73.00 , 66.40
47.00 , 98.00 , 97.00 , 77.60
79.00 , 77.00 , 29.00 , 50.50
27.00 , 57.00 , 69.00 , 50.10
64.00 , 93.00 , 81.00 , 73.10
86.00 , 58.00 , 63.00 , 59.80
37.00 , 75.00 , 57.00 , 52.70
85.00 , 86.00 , 25.00 , 52.80
62.00 , 37.00 , 98.00 , 62.70
87.00 , 37.00 , 27.00 , 39.30
23.00 , 69.00 , 78.00 , 56.50
96.00 , 62.00 , 23.00 , 47.00
27.00 , 44.00 , 100.00 , 58.60
33.00 , 78.00 , 68.00 , 57.20
81.00 , 51.00 , 97.00 , 70.30
92.00 , 22.00 , 98.00 , 64.20
54.00 , 89.00 , 81.00 , 69.90
34.00 , 95.00 , 96.00 , 73.70
28.00 , 35.00 , 78.00 , 47.30
23.00 , 70.00 , 24.00 , 35.20
77.00 , 52.00 , 76.00 , 61.40
42.00 , 30.00 , 81.00 , 49.80
37.00 , 49.00 , 71.00 , 50.50
80.00 , 27.00 , 100.00 , 64.10
50.00 , 43.00 , 74.00 , 52.50
96.00 , 77.00 , 22.00 , 51.10
80.00 , 55.00 , 76.00 , 62.90
37.00 , 35.00 , 45.00 , 35.90
46.00 , 62.00 , 31.00 , 40.20
74.00 , 86.00 , 32.00 , 53.40
88.00 , 27.00 , 93.00 , 62.90
42.00 , 24.00 , 20.00 , 23.60
90.00 , 84.00 , 44.00 , 60.80
51.00 , 91.00 , 96.00 , 75.90
35.00 , 23.00 , 58.00 , 37.10
75.00 , 85.00 , 37.00 , 55.30
31.00 , 35.00 , 95.00 , 54.70
96.00 , 93.00 , 81.00 , 79.50
71.00 , 48.00 , 74.00 , 58.20
61.00 , 30.00 , 67.00 , 48.00
52.00 , 74.00 , 41.00 , 49.00
55.00 , 24.00 , 64.00 , 43.80
54.00 , 74.00 , 40.00 , 49.00
95.00 , 79.00 , 43.00 , 59.90
75.00 , 83.00 , 24.00 , 49.50
75.00 , 23.00 , 23.00 , 31.10
88.00 , 46.00 , 99.00 , 71.00
75.00 , 64.00 , 66.00 , 60.60
96.00 , 59.00 , 52.00 , 57.70
93.00 , 66.00 , 92.00 , 75.20
81.00 , 96.00 , 40.00 , 61.00
100.00 , 75.00 , 82.00 , 75.30
25.00 , 56.00 , 69.00 , 49.40
33.00 , 41.00 , 48.00 , 38.10
42.00 , 43.00 , 69.00 , 48.90
34.00 , 40.00 , 83.00 , 52.00
89.00 , 42.00 , 35.00 , 44.40
44.00 , 63.00 , 90.00 , 63.70
21.00 , 76.00 , 40.00 , 43.00
96.00 , 78.00 , 26.00 , 53.00
68.00 , 79.00 , 70.00 , 65.30
90.00 , 88.00 , 70.00 , 72.40
85.00 , 100.00 , 42.00 , 63.80
23.00 , 37.00 , 47.00 , 34.50
99.00 , 98.00 , 82.00 , 82.00
49.00 , 36.00 , 72.00 , 49.40
62.00 , 90.00 , 39.00 , 55.00
52.00 , 49.00 , 71.00 , 53.50
54.00 , 43.00 , 86.00 , 58.10
98.00 , 86.00 , 64.00 , 71.00
52.00 , 30.00 , 98.00 , 58.60
61.00 , 45.00 , 31.00 , 38.10
84.00 , 55.00 , 94.00 , 70.90
60.00 , 80.00 , 100.00 , 76.00
93.00 , 77.00 , 56.00 , 64.10
49.00 , 50.00 , 30.00 , 36.80
96.00 , 62.00 , 43.00 , 55.00
60.00 , 32.00 , 62.00 , 46.40
29.00 , 70.00 , 82.00 , 59.60
64.00 , 54.00 , 29.00 , 40.60
64.00 , 31.00 , 68.00 , 49.30
87.00 , 49.00 , 83.00 , 65.30
85.00 , 22.00 , 34.00 , 37.20
20.00 , 81.00 , 30.00 , 40.30
86.00 , 69.00 , 32.00 , 50.70
85.00 , 92.00 , 98.00 , 83.80
40.00 , 32.00 , 79.00 , 49.20
99.00 , 32.00 , 37.00 , 44.20
24.00 , 100.00 , 92.00 , 71.60
33.00 , 82.00 , 20.00 , 39.20
64.00 , 60.00 , 90.00 , 66.80
81.00 , 63.00 , 63.00 , 60.30
71.00 , 99.00 , 40.00 , 59.90
80.00 , 20.00 , 23.00 , 31.20
74.00 , 25.00 , 84.00 , 55.90
82.00 , 60.00 , 71.00 , 62.80
42.00 , 37.00 , 100.00 , 59.50
84.00 , 90.00 , 52.00 , 64.60
74.00 , 57.00 , 97.00 , 70.70
74.00 , 59.00 , 22.00 , 41.30
55.00 , 87.00 , 53.00 , 58.30
32.00 , 78.00 , 23.00 , 39.00
83.00 , 62.00 , 94.00 , 72.80
95.00 , 94.00 , 100.00 , 87.20
23.00 , 65.00 , 49.00 , 43.70
50.00 , 60.00 , 22.00 , 36.80
55.00 , 48.00 , 48.00 , 44.60
45.00 , 44.00 , 74.00 , 51.80
35.00 , 70.00 , 97.00 , 66.80
53.00 , 55.00 , 64.00 , 52.70
43.00 , 24.00 , 41.00 , 32.20
88.00 , 48.00 , 82.00 , 64.80
98.00 , 54.00 , 85.00 , 69.80
27.00 , 22.00 , 53.00 , 33.20
38.00 , 86.00 , 55.00 , 55.40
81.00 , 83.00 , 42.00 , 57.90
80.00 , 66.00 , 33.00 , 49.00
96.00 , 45.00 , 69.00 , 60.30
68.00 , 46.00 , 99.00 , 67.00
28.00 , 24.00 , 44.00 , 30.40
99.00 , 34.00 , 37.00 , 44.80
84.00 , 32.00 , 40.00 , 42.40
76.00 , 78.00 , 64.00 , 64.20
37.00 , 54.00 , 93.00 , 60.80
89.00 , 93.00 , 26.00 , 56.10
49.00 , 39.00 , 29.00 , 33.10
98.00 , 82.00 , 84.00 , 77.80
91.00 , 94.00 , 84.00 , 80.00
49.00 , 32.00 , 46.00 , 37.80
30.00 , 33.00 , 91.00 , 52.30
46.00 , 95.00 , 66.00 , 64.10
75.00 , 56.00 , 65.00 , 57.80
90.00 , 30.00 , 82.00 , 59.80
81.00 , 67.00 , 44.00 , 53.90
40.00 , 79.00 , 27.00 , 42.50
29.00 , 43.00 , 24.00 , 28.30
71.00 , 61.00 , 76.00 , 62.90
87.00 , 58.00 , 92.00 , 71.60
33.00 , 96.00 , 37.00 , 50.20
88.00 , 38.00 , 26.00 , 39.40
64.00 , 28.00 , 87.00 , 56.00
30.00 , 74.00 , 38.00 , 43.40
83.00 , 100.00 , 62.00 , 71.40
95.00 , 28.00 , 91.00 , 63.80
77.00 , 57.00 , 98.00 , 71.70
58.00 , 35.00 , 74.00 , 51.70
44.00 , 39.00 , 56.00 , 42.90
79.00 , 94.00 , 82.00 , 76.80
59.00 , 36.00 , 37.00 , 37.40
72.00 , 23.00 , 71.00 , 49.70
29.00 , 86.00 , 38.00 , 46.80
24.00 , 60.00 , 85.00 , 56.80
41.00 , 61.00 , 49.00 , 46.10
69.00 , 31.00 , 46.00 , 41.50
60.00 , 89.00 , 37.00 , 53.50
23.00 , 50.00 , 41.00 , 36.00
21.00 , 91.00 , 89.00 , 67.10
41.00 , 38.00 , 79.00 , 51.20
48.00 , 30.00 , 77.00 , 49.40
49.00 , 27.00 , 99.00 , 57.50
25.00 , 94.00 , 92.00 , 70.00
98.00 , 23.00 , 97.00 , 65.30
76.00 , 44.00 , 69.00 , 56.00
28.00 , 42.00 , 78.00 , 49.40
90.00 , 70.00 , 25.00 , 49.00
78.00 , 85.00 , 50.00 , 61.10
80.00 , 20.00 , 93.00 , 59.20
20.00 , 97.00 , 37.00 , 47.90
40.00 , 91.00 , 42.00 , 52.10
50.00 , 98.00 , 82.00 , 72.20
100.00 , 63.00 , 60.00 , 62.90
29.00 , 36.00 , 27.00 , 27.40
89.00 , 31.00 , 60.00 , 51.10
20.00 , 35.00 , 35.00 , 28.50
53.00 , 24.00 , 53.00 , 39.00
42.00 , 59.00 , 52.00 , 46.90
49.00 , 36.00 , 61.00 , 45.00
78.00 , 91.00 , 31.00 , 55.30
98.00 , 35.00 , 64.00 , 55.70
85.00 , 68.00 , 34.00 , 51.00
72.00 , 73.00 , 32.00 , 49.10
80.00 , 31.00 , 61.00 , 49.70
71.00 , 81.00 , 29.00 , 50.10
46.00 , 71.00 , 44.00 , 48.10
77.00 , 45.00 , 100.00 , 68.90
57.00 , 89.00 , 71.00 , 66.50
37.00 , 61.00 , 26.00 , 36.10
36.00 , 71.00 , 75.00 , 58.50
34.00 , 89.00 , 22.00 , 42.30
99.00 , 36.00 , 99.00 , 70.20
21.00 , 74.00 , 66.00 , 52.80
56.00 , 93.00 , 81.00 , 71.50
88.00 , 74.00 , 74.00 , 69.40
48.00 , 50.00 , 98.00 , 63.80
75.00 , 94.00 , 54.00 , 64.80
96.00 , 85.00 , 35.00 , 58.70
33.00 , 70.00 , 71.00 , 56.00
99.00 , 48.00 , 28.00 , 45.40
99.00 , 50.00 , 44.00 , 52.40
24.00 , 54.00 , 36.00 , 35.40
58.00 , 70.00 , 73.00 , 61.80
67.00 , 67.00 , 76.00 , 63.90
53.00 , 51.00 , 100.00 , 65.90
25.00 , 56.00 , 79.00 , 53.40
20.00 , 79.00 , 29.00 , 39.30
33.00 , 68.00 , 99.00 , 66.60
95.00 , 63.00 , 95.00 , 75.90
26.00 , 60.00 , 64.00 , 48.80
66.00 , 26.00 , 89.00 , 56.60
66.00 , 97.00 , 91.00 , 78.70
37.00 , 38.00 , 48.00 , 38.00
60.00 , 71.00 , 87.00 , 68.10
64.00 , 88.00 , 56.00 , 61.60
59.00 , 57.00 , 55.00 , 50.90
35.00 , 33.00 , 100.00 , 56.90
22.00 , 52.00 , 78.00 , 51.20
85.00 , 23.00 , 44.00 , 41.50
91.00 , 86.00 , 72.00 , 72.80
91.00 , 93.00 , 83.00 , 79.30
70.00 , 30.00 , 71.00 , 51.40
95.00 , 69.00 , 21.00 , 48.10
48.00 , 25.00 , 22.00 , 25.90
99.00 , 93.00 , 46.00 , 66.10
54.00 , 63.00 , 33.00 , 42.90
94.00 , 63.00 , 88.00 , 72.90
45.00 , 95.00 , 76.00 , 67.90
90.00 , 67.00 , 54.00 , 59.70
46.00 , 93.00 , 97.00 , 75.90
100.00 , 26.00 , 96.00 , 66.20
95.00 , 30.00 , 53.00 , 49.20
71.00 , 89.00 , 54.00 , 62.50
39.00 , 64.00 , 99.00 , 66.60
91.00 , 94.00 , 32.00 , 59.20
21.00 , 86.00 , 67.00 , 56.80
72.00 , 72.00 , 91.00 , 72.40
71.00 , 25.00 , 85.00 , 55.70
28.00 , 25.00 , 93.00 , 50.30
42.00 , 37.00 , 97.00 , 58.30
63.00 , 32.00 , 87.00 , 57.00
35.00 , 58.00 , 90.00 , 60.40
69.00 , 25.00 , 86.00 , 55.70
91.00 , 35.00 , 29.00 , 40.30
96.00 , 23.00 , 54.00 , 47.70
28.00 , 81.00 , 80.00 , 61.90
96.00 , 72.00 , 86.00 , 75.20
90.00 , 28.00 , 50.00 , 46.40
72.00 , 69.00 , 91.00 , 71.50
38.00 , 49.00 , 36.00 , 36.70
41.00 , 89.00 , 52.00 , 55.70
90.00 , 36.00 , 86.00 , 63.20
35.00 , 60.00 , 87.00 , 59.80
27.00 , 69.00 , 54.00 , 47.70
45.00 , 23.00 , 30.00 , 27.90
90.00 , 78.00 , 20.00 , 49.40
98.00 , 94.00 , 39.00 , 63.40
87.00 , 94.00 , 83.00 , 78.80
79.00 , 92.00 , 46.00 , 61.80
69.00 , 78.00 , 65.00 , 63.20
67.00 , 75.00 , 58.00 , 59.10
57.00 , 45.00 , 32.00 , 37.70
93.00 , 86.00 , 56.00 , 66.80
76.00 , 44.00 , 64.00 , 54.00
31.00 , 67.00 , 64.00 , 51.90
53.00 , 69.00 , 34.00 , 44.90
54.00 , 53.00 , 94.00 , 64.30
79.00 , 87.00 , 76.00 , 72.30
71.00 , 44.00 , 60.00 , 51.40
35.00 , 99.00 , 48.00 , 55.90
30.00 , 91.00 , 20.00 , 41.30
87.00 , 55.00 , 48.00 , 53.10
42.00 , 62.00 , 62.00 , 51.80
39.00 , 31.00 , 79.00 , 48.70
85.00 , 40.00 , 63.00 , 54.20
49.00 , 59.00 , 64.00 , 53.10
83.00 , 47.00 , 61.00 , 55.10
99.00 , 32.00 , 28.00 , 40.60
51.00 , 84.00 , 62.00 , 60.20
88.00 , 100.00 , 79.00 , 79.20
85.00 , 53.00 , 98.00 , 72.10
50.00 , 33.00 , 100.00 , 59.90
26.00 , 64.00 , 61.00 , 48.80
100.00 , 95.00 , 42.00 , 65.30
67.00 , 52.00 , 99.00 , 68.60
37.00 , 83.00 , 70.00 , 60.30
71.00 , 49.00 , 63.00 , 54.10
61.00 , 65.00 , 85.00 , 65.70
20.00 , 31.00 , 96.00 , 51.70
72.00 , 87.00 , 89.00 , 76.10
77.00 , 94.00 , 100.00 , 83.60
21.00 , 100.00 , 37.00 , 49.00
84.00 , 90.00 , 73.00 , 73.00
39.00 , 58.00 , 63.00 , 50.40
37.00 , 23.00 , 90.00 , 50.30
87.00 , 72.00 , 41.00 , 55.40
31.00 , 59.00 , 83.00 , 57.10
60.00 , 61.00 , 66.00 , 56.70
27.00 , 59.00 , 66.00 , 49.50
94.00 , 50.00 , 23.00 , 43.00
73.00 , 26.00 , 70.00 , 50.40
67.00 , 20.00 , 82.00 , 52.20
22.00 , 55.00 , 85.00 , 54.90
36.00 , 42.00 , 24.00 , 29.40
84.00 , 42.00 , 57.00 , 52.20
78.00 , 69.00 , 34.00 , 49.90
73.00 , 31.00 , 67.00 , 50.70
30.00 , 23.00 , 41.00 , 29.30
52.00 , 87.00 , 41.00 , 52.90
100.00 , 91.00 , 41.00 , 63.70
57.00 , 94.00 , 39.00 , 55.20
32.00 , 79.00 , 55.00 , 52.10
94.00 , 99.00 , 39.00 , 64.10
51.00 , 35.00 , 66.00 , 47.10
62.00 , 66.00 , 70.00 , 60.20
41.00 , 49.00 , 73.00 , 52.10
70.00 , 51.00 , 93.00 , 66.50
40.00 , 27.00 , 81.00 , 48.50
60.00 , 65.00 , 42.00 , 48.30
69.00 , 69.00 , 55.00 , 56.50
85.00 , 98.00 , 29.00 , 58.00
61.00 , 23.00 , 70.00 , 47.10
20.00 , 34.00 , 66.00 , 40.60
42.00 , 76.00 , 70.00 , 59.20
22.00 , 67.00 , 95.00 , 62.50
45.00 , 57.00 , 52.00 , 46.90
97.00 , 35.00 , 93.00 , 67.10
56.00 , 87.00 , 62.00 , 62.10
37.00 , 25.00 , 32.00 , 27.70
79.00 , 29.00 , 60.00 , 48.50
96.00 , 22.00 , 91.00 , 62.20
26.00 , 29.00 , 95.00 , 51.90
25.00 , 80.00 , 74.00 , 58.60
79.00 , 88.00 , 60.00 , 66.20
60.00 , 86.00 , 73.00 , 67.00
91.00 , 22.00 , 93.00 , 62.00
95.00 , 90.00 , 23.00 , 55.20
78.00 , 45.00 , 85.00 , 63.10
53.00 , 87.00 , 92.00 , 73.50
72.00 , 53.00 , 81.00 , 62.70
97.00 , 20.00 , 38.00 , 40.60
93.00 , 77.00 , 60.00 , 65.70
48.00 , 74.00 , 95.00 , 69.80
37.00 , 48.00 , 98.00 , 61.00
86.00 , 47.00 , 68.00 , 58.50
40.00 , 80.00 , 76.00 , 62.40
75.00 , 48.00 , 42.00 , 46.20
96.00 , 80.00 , 52.00 , 64.00
40.00 , 26.00 , 72.00 , 44.60
62.00 , 20.00 , 40.00 , 34.40
73.00 , 72.00 , 89.00 , 71.80
66.00 , 67.00 , 93.00 , 70.50
56.00 , 55.00 , 62.00 , 52.50
39.00 , 82.00 , 66.00 , 58.80
23.00 , 98.00 , 29.00 , 45.60
73.00 , 63.00 , 60.00 , 57.50
76.00 , 39.00 , 64.00 , 52.50
76.00 , 28.00 , 63.00 , 48.80
82.00 , 88.00 , 76.00 , 73.20
79.00 , 28.00 , 68.00 , 51.40
81.00 , 80.00 , 85.00 , 74.20
35.00 , 67.00 , 62.00 , 51.90
63.00 , 97.00 , 68.00 , 68.90
39.00 , 40.00 , 71.00 , 48.20
94.00 , 76.00 , 95.00 , 79.60
64.00 , 58.00 , 58.00 , 53.40
42.00 , 28.00 , 92.00 , 53.60
79.00 , 49.00 , 72.00 , 59.30
83.00 , 83.00 , 55.00 , 63.50
73.00 , 80.00 , 58.00 , 61.80
30.00 , 44.00 , 91.00 , 55.60
85.00 , 45.00 , 35.00 , 44.50
72.00 , 95.00 , 96.00 , 81.30
67.00 , 100.00 , 64.00 , 69.00
46.00 , 76.00 , 36.00 , 46.40
36.00 , 24.00 , 58.00 , 37.60
57.00 , 54.00 , 50.00 , 47.60
39.00 , 79.00 , 73.00 , 60.70
49.00 , 62.00 , 31.00 , 40.80
61.00 , 56.00 , 40.00 , 45.00
75.00 , 93.00 , 68.00 , 70.10
65.00 , 55.00 , 95.00 , 67.50
63.00 , 53.00 , 88.00 , 63.70
28.00 , 24.00 , 60.00 , 36.80
27.00 , 82.00 , 76.00 , 60.40
50.00 , 35.00 , 48.00 , 39.70
47.00 , 60.00 , 92.00 , 64.20
62.00 , 30.00 , 43.00 , 38.60
30.00 , 74.00 , 100.00 , 68.20
78.00 , 42.00 , 53.00 , 49.40
76.00 , 54.00 , 83.00 , 64.60
60.00 , 25.00 , 40.00 , 35.50
27.00 , 93.00 , 37.00 , 48.10
24.00 , 30.00 , 83.00 , 47.00
67.00 , 69.00 , 69.00 , 61.70
46.00 , 84.00 , 60.00 , 58.40
60.00 , 47.00 , 23.00 , 35.30
79.00 , 97.00 , 99.00 , 84.50
60.00 , 27.00 , 59.00 , 43.70
88.00 , 46.00 , 24.00 , 41.00
37.00 , 46.00 , 83.00 , 54.40
78.00 , 51.00 , 40.00 , 46.90
33.00 , 21.00 , 24.00 , 22.50
66.00 , 48.00 , 57.00 , 50.40
50.00 , 74.00 , 22.00 , 41.00
54.00 , 53.00 , 41.00 , 43.10
50.00 , 78.00 , 76.00 , 63.80
98.00 , 21.00 , 68.00 , 53.10
99.00 , 79.00 , 21.00 , 51.90
96.00 , 99.00 , 66.00 , 75.30
80.00 , 31.00 , 56.00 , 47.70
44.00 , 59.00 , 67.00 , 53.30
50.00 , 41.00 , 33.00 , 35.50
59.00 , 77.00 , 94.00 , 72.50
87.00 , 72.00 , 45.00 , 57.00
39.00 , 47.00 , 37.00 , 36.70
38.00 , 31.00 , 67.00 , 43.70
52.00 , 57.00 , 72.00 , 56.30
67.00 , 94.00 , 70.00 , 69.60
36.00 , 21.00 , 92.00 , 50.30
89.00 , 40.00 , 38.00 , 45.00
47.00 , 84.00 , 47.00 , 53.40
55.00 , 72.00 , 78.00 , 63.80
86.00 , 24.00 , 56.00 , 46.80
33.00 , 100.00 , 26.00 , 47.00
62.00 , 89.00 , 67.00 , 65.90
89.00 , 95.00 , 39.00 , 61.90
83.00 , 78.00 , 48.00 , 59.20
67.00 , 56.00 , 78.00 , 61.40
41.00 , 80.00 , 42.00 , 49.00
81.00 , 67.00 , 53.00 , 57.50
32.00 , 91.00 , 65.00 , 59.70
59.00 , 60.00 , 43.00 , 47.00
22.00 , 45.00 , 83.00 , 51.10
59.00 , 93.00 , 66.00 , 66.10
40.00 , 56.00 , 27.00 , 35.60
93.00 , 41.00 , 38.00 , 46.10
92.00 , 32.00 , 48.00 , 47.20
87.00 , 70.00 , 22.00 , 47.20
96.00 , 33.00 , 34.00 , 42.70
84.00 , 71.00 , 91.00 , 74.50
75.00 , 51.00 , 41.00 , 46.70
43.00 , 87.00 , 50.00 , 54.70
64.00 , 34.00 , 37.00 , 37.80
38.00 , 49.00 , 39.00 , 37.90
55.00 , 46.00 , 76.00 , 55.20
35.00 , 64.00 , 52.00 , 47.00
44.00 , 48.00 , 70.00 , 51.20
41.00 , 96.00 , 70.00 , 65.00
40.00 , 49.00 , 96.00 , 61.10
78.00 , 99.00 , 70.00 , 73.30
28.00 , 82.00 , 83.00 , 63.40
38.00 , 81.00 , 89.00 , 67.50
61.00 , 64.00 , 57.00 , 54.20
72.00 , 20.00 , 85.00 , 54.40
40.00 , 87.00 , 81.00 , 66.50
96.00 , 39.00 , 93.00 , 68.10
76.00 , 32.00 , 48.00 , 44.00
32.00 , 30.00 , 96.00 , 53.80
74.00 , 68.00 , 93.00 , 72.40
60.00 , 36.00 , 88.00 , 58.00
59.00 , 66.00 , 88.00 , 66.80
64.00 , 31.00 , 46.00 , 40.50
82.00 , 53.00 , 76.00 , 62.70
80.00 , 61.00 , 57.00 , 57.10
100.00 , 31.00 , 69.00 , 56.90
61.00 , 95.00 , 81.00 , 73.10
29.00 , 88.00 , 69.00 , 59.80
33.00 , 46.00 , 78.00 , 51.60
26.00 , 81.00 , 84.00 , 63.10
34.00 , 27.00 , 43.00 , 32.10
74.00 , 50.00 , 92.00 , 66.60
89.00 , 57.00 , 56.00 , 57.30
26.00 , 83.00 , 30.00 , 42.10
59.00 , 49.00 , 82.00 , 59.30
66.00 , 47.00 , 56.00 , 49.70
100.00 , 41.00 , 20.00 , 40.30
68.00 , 68.00 , 89.00 , 69.60
30.00 , 42.00 , 97.00 , 57.40
94.00 , 29.00 , 67.00 , 54.30
33.00 , 75.00 , 58.00 , 52.30
74.00 , 59.00 , 36.00 , 46.90
74.00 , 29.00 , 41.00 , 39.90
73.00 , 51.00 , 50.00 , 49.90
100.00 , 30.00 , 69.00 , 56.60
89.00 , 66.00 , 83.00 , 70.80
99.00 , 58.00 , 27.00 , 48.00
36.00 , 100.00 , 83.00 , 70.40
26.00 , 29.00 , 22.00 , 22.70
93.00 , 93.00 , 53.00 , 67.70
48.00 , 78.00 , 59.00 , 56.60
80.00 , 65.00 , 30.00 , 47.50
32.00 , 38.00 , 90.00 , 53.80
93.00 , 56.00 , 82.00 , 68.20
73.00 , 42.00 , 67.00 , 54.00
78.00 , 85.00 , 44.00 , 58.70
40.00 , 37.00 , 74.00 , 48.70
60.00 , 94.00 , 27.00 , 51.00
57.00 , 97.00 , 87.00 , 75.30
54.00 , 40.00 , 29.00 , 34.40
46.00 , 54.00 , 30.00 , 37.40
67.00 , 95.00 , 94.00 , 79.50
60.00 , 61.00 , 23.00 , 39.50
71.00 , 70.00 , 42.00 , 52.00
89.00 , 83.00 , 28.00 , 53.90
41.00 , 51.00 , 71.00 , 51.90
78.00 , 51.00 , 99.00 , 70.50
31.00 , 56.00 , 27.00 , 33.80
97.00 , 92.00 , 44.00 , 64.60
71.00 , 97.00 , 82.00 , 76.10
74.00 , 59.00 , 62.00 , 57.30
100.00 , 55.00 , 39.00 , 52.10
75.00 , 46.00 , 67.00 , 55.60
92.00 , 41.00 , 58.00 , 53.90
89.00 , 63.00 , 55.00 , 58.70
87.00 , 99.00 , 35.00 , 61.10
91.00 , 70.00 , 34.00 , 52.80
91.00 , 22.00 , 65.00 , 50.80
76.00 , 60.00 , 58.00 , 56.40
32.00 , 82.00 , 49.00 , 50.60
21.00 , 48.00 , 26.00 , 29.00
51.00 , 65.00 , 97.00 , 68.50
59.00 , 22.00 , 95.00 , 56.40
64.00 , 54.00 , 72.00 , 57.80
24.00 , 77.00 , 38.00 , 43.10
94.00 , 43.00 , 76.00 , 62.10
48.00 , 26.00 , 25.00 , 27.40
37.00 , 92.00 , 73.00 , 64.20
99.00 , 32.00 , 24.00 , 39.00
47.00 , 39.00 , 27.00 , 31.90
47.00 , 53.00 , 26.00 , 35.70
73.00 , 44.00 , 46.00 , 46.20
32.00 , 64.00 , 44.00 , 43.20
98.00 , 21.00 , 96.00 , 64.30
83.00 , 57.00 , 51.00 , 54.10
46.00 , 31.00 , 20.00 , 26.50
41.00 , 77.00 , 100.00 , 71.30
75.00 , 42.00 , 79.00 , 59.20
69.00 , 77.00 , 22.00 , 45.70
68.00 , 69.00 , 20.00 , 42.30
87.00 , 30.00 , 27.00 , 37.20
70.00 , 56.00 , 96.00 , 69.20
52.00 , 82.00 , 54.00 , 56.60
23.00 , 67.00 , 96.00 , 63.10
38.00 , 81.00 , 86.00 , 66.30
86.00 , 56.00 , 52.00 , 54.80
95.00 , 32.00 , 43.00 , 45.80
20.00 , 87.00 , 65.00 , 56.10
47.00 , 81.00 , 54.00 , 55.30
44.00 , 57.00 , 36.00 , 40.30
91.00 , 87.00 , 31.00 , 56.70
34.00 , 45.00 , 89.00 , 55.90
83.00 , 41.00 , 93.00 , 66.10
65.00 , 45.00 , 57.00 , 49.30
23.00 , 46.00 , 59.00 , 42.00
57.00 , 80.00 , 90.00 , 71.40
85.00 , 42.00 , 57.00 , 52.40
45.00 , 46.00 , 80.00 , 54.80
23.00 , 28.00 , 81.00 , 45.40
77.00 , 90.00 , 68.00 , 69.60
23.00 , 67.00 , 22.00 , 33.50
20.00 , 41.00 , 88.00 , 51.50
67.00 , 67.00 , 58.00 , 56.70
81.00 , 81.00 , 85.00 , 74.50
65.00 , 33.00 , 89.00 , 58.50
59.00 , 48.00 , 60.00 , 50.20
92.00 , 29.00 , 71.00 , 55.50
33.00 , 61.00 , 66.00 , 51.30
95.00 , 70.00 , 68.00 , 67.20
20.00 , 75.00 , 54.00 , 48.10
99.00 , 23.00 , 52.00 , 47.50
56.00 , 97.00 , 74.00 , 69.90
48.00 , 24.00 , 60.00 , 40.80
82.00 , 33.00 , 78.00 , 57.50
70.00 , 89.00 , 73.00 , 69.90
68.00 , 41.00 , 71.00 , 54.30
40.00 , 73.00 , 41.00 , 46.30
43.00 , 32.00 , 62.00 , 43.00
52.00 , 22.00 , 71.00 , 45.40
57.00 , 53.00 , 53.00 , 48.50
42.00 , 82.00 , 47.00 , 51.80
60.00 , 46.00 , 85.00 , 59.80
74.00 , 49.00 , 39.00 , 45.10
81.00 , 90.00 , 66.00 , 69.60
90.00 , 93.00 , 21.00 , 54.30
65.00 , 23.00 , 73.00 , 49.10
99.00 , 34.00 , 28.00 , 41.20
35.00 , 48.00 , 35.00 , 35.40
29.00 , 71.00 , 21.00 , 35.50
84.00 , 61.00 , 75.00 , 65.10
89.00 , 76.00 , 22.00 , 49.40
28.00 , 60.00 , 62.00 , 48.40
78.00 , 67.00 , 75.00 , 65.70
37.00 , 83.00 , 22.00 , 41.10
85.00 , 77.00 , 92.00 , 76.90
89.00 , 25.00 , 72.00 , 54.10
91.00 , 30.00 , 71.00 , 55.60
26.00 , 28.00 , 58.00 , 36.80
89.00 , 62.00 , 61.00 , 60.80
98.00 , 100.00 , 54.00 , 71.20
34.00 , 63.00 , 41.00 , 42.10
37.00 , 80.00 , 58.00 , 54.60
32.00 , 42.00 , 70.00 , 47.00
62.00 , 94.00 , 45.00 , 58.60
45.00 , 48.00 , 23.00 , 32.60
49.00 , 50.00 , 29.00 , 36.40
70.00 , 86.00 , 55.00 , 61.80
46.00 , 56.00 , 41.00 , 42.40
61.00 , 28.00 , 83.00 , 53.80
78.00 , 92.00 , 89.00 , 78.80
45.00 , 76.00 , 99.00 , 71.40
32.00 , 20.00 , 100.00 , 52.40
65.00 , 91.00 , 79.00 , 71.90
77.00 , 56.00 , 57.00 , 55.00
63.00 , 75.00 , 30.00 , 47.10
59.00 , 22.00 , 97.00 , 57.20
24.00 , 31.00 , 54.00 , 35.70
92.00 , 85.00 , 86.00 , 78.30
74.00 , 95.00 , 70.00 , 71.30
72.00 , 97.00 , 49.00 , 63.10
21.00 , 37.00 , 35.00 , 29.30
96.00 , 82.00 , 87.00 , 78.60
66.00 , 90.00 , 44.00 , 57.80
66.00 , 28.00 , 76.00 , 52.00
91.00 , 26.00 , 80.00 , 58.00
77.00 , 75.00 , 70.00 , 65.90
35.00 , 69.00 , 50.00 , 47.70
77.00 , 46.00 , 61.00 , 53.60
44.00 , 54.00 , 84.00 , 58.60
50.00 , 80.00 , 52.00 , 54.80
62.00 , 88.00 , 23.00 , 48.00
86.00 , 80.00 , 38.00 , 56.40
32.00 , 52.00 , 42.00 , 38.80
56.00 , 25.00 , 24.00 , 28.30
27.00 , 81.00 , 85.00 , 63.70
